1,0.00000
2,0.00001
3,0.00010
4,0.00041
5,0.00126
6,0.00314
7,0.00679
8,0.01323
9,0.02385
10,0.04039
11,0.06504
12,0.10049
13,0.14995
14,0.21721
15,0.30668
16,0.42348
17,0.57342
18,0.76312
19,1.00000
