1,0
2,.00833
3,.02222
4,.04166
5,.06666
6,.09722
7,.13333
8,.17500
9,.22222
10,.27500
11,.33333
12,.39722
13,.46666
14,.54166
15,.62222
16,.70833
17,.80000
18,.89722
19,1.00000
