1,-0.13581
2,-0.08422
3,-0.03263
4,0.01896
5,0.07055
6,0.12213
7,0.17372
8,0.22531
9,0.27690
10,0.32849
11,0.38008
12,0.43167
13,0.48326
14,0.53485
15,0.58644
16,0.63803
17,0.68962
18,0.74121
19,0.79280
