1,-0.08611
2,-0.03056
3,0.02500
4,0.08056
5,0.13611
6,0.19167
7,0.24722
8,0.30278
9,0.35833
10,0.41389
11,0.46944
12,0.52500
13,0.58056
14,0.63611
15,0.69167
16,0.74722
17,0.80278
18,0.85833
19,0.91389
