-0.10322
3,-0.05601
4,-0.00880
5,0.03841
6,0.08561
7,0.13282
8,0.18003
9,0.22723
10,0.27444
11,0.32165
12,0.36885
13,0.41606
14,0.46327
15,0.51047
16,0.55768
17,0.60489
18,0.65209
19,0.69930
